Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
412,Jordan Pickford,eng ENG,GK,Everton,31-064,1994,35,35,3150,35.0,0,1,1,0,0,0,7,0,0.0,0.0,0.4,0.4,0,0,0,0.00,0.03,0.03,0.00,0.03,0.00,0.01,0.01,0.00,0.01,Matches
413,Ethan Pinnock,jm JAM,DF,Brentford,31-346,1993,22,21,1913,21.3,2,0,2,2,0,0,2,0,1.1,1.1,1.2,2.3,3,41,9,0.09,0.00,0.09,0.09,0.09,0.05,0.05,0.11,0.05,0.11,Matches
414,Daniel Podence,pt POR,"MF,FW",Wolves,29-201,1995,2,0,48,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,3,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,Matches
415,Alfie Pond,eng ENG,DF,Wolves,21-070,2004,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
416,Nick Pope,eng ENG,GK,Newcastle Utd,33-021,1992,25,25,2250,25.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
417,Pedro Porro,es ESP,DF,Tottenham,25-239,1999,31,26,2463,27.4,2,6,8,2,0,0,4,0,1.5,1.5,4.0,5.5,63,147,106,0.07,0.22,0.29,0.07,0.29,0.06,0.15,0.20,0.06,0.20,Matches
418,Jarell Quansah,eng ENG,DF,Liverpool,22-101,2003,12,3,405,4.5,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,2,16,4,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04,Matches
419,Hákon Rafn Valdimarsson,is ISL,GK,Brentford,23-209,2001,2,1,145,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
420,Aaron Ramsdale,eng ENG,GK,Southampton,26-361,1998,27,27,2430,27.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
421,Jacob Ramsey,eng ENG,"FW,MF",Aston Villa,23-347,2001,27,18,1516,16.8,1,3,4,1,0,0,2,0,1.5,1.5,2.3,3.7,57,67,105,0.06,0.18,0.24,0.06,0.24,0.09,0.13,0.22,0.09,0.22,Matches
422,Marcus Rashford,eng ENG,"FW,MF",Manchester Utd,27-191,1997,15,12,978,10.9,4,1,5,4,0,0,2,0,1.7,1.7,2.1,3.8,20,21,79,0.37,0.09,0.46,0.37,0.46,0.16,0.19,0.35,0.16,0.35,Matches
423,Marcus Rashford,eng ENG,FW,Aston Villa,27-191,1997,10,4,444,4.9,2,2,4,1,1,1,0,0,3.1,2.3,2.3,4.5,22,13,42,0.41,0.41,0.81,0.20,0.61,0.62,0.46,1.08,0.46,0.92,Matches
424,David Raya,es ESP,GK,Arsenal,29-237,1995,35,35,3150,35.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,13,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
425,Harrison Reed,eng ENG,MF,Fulham,30-103,1995,12,0,109,1.2,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.3,1,4,7,0.00,0.00,0.00,0.00,0.00,0.21,0.07,0.27,0.21,0.27,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
426,Remy Rees-Dottin,eng ENG,FW,Bournemouth,19-065,2006,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
427,Sergio Reguilón,es ESP,DF,Tottenham,28-145,1996,3,0,123,1.4,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,4,12,10,0.00,0.00,0.00,0.00,0.00,0.05,0.02,0.07,0.05,0.07,Matches
428,Vitor Reis,br BRA,DF,Manchester City,19-118,2006,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
429,Chadi Riad,ma MAR,DF,Crystal Palace,21-327,2003,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,7,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
430,Declan Rice,eng ENG,MF,Arsenal,26-116,1999,33,31,2645,29.4,3,7,10,3,0,0,7,1,3.3,3.3,6.5,9.7,88,180,92,0.10,0.24,0.34,0.10,0.34,0.11,0.22,0.33,0.11,0.33,Matches
431,Chris Richards,us USA,DF,Crystal Palace,25-043,2000,21,19,1652,18.4,1,0,1,1,0,0,4,1,1.3,1.3,0.1,1.4,5,35,1,0.05,0.00,0.05,0.05,0.05,0.07,0.01,0.08,0.07,0.08,Matches
432,Richarlison,br BRA,FW,Tottenham,28-000,1997,13,4,475,5.3,4,1,5,4,0,0,2,0,3.7,3.7,0.9,4.6,8,11,22,0.76,0.19,0.95,0.76,0.95,0.70,0.17,0.87,0.70,0.87,Matches
433,Andrew Robertson,sct SCO,DF,Liverpool,31-060,1994,31,27,2308,25.6,0,0,0,0,0,0,3,1,1.0,1.0,4.1,5.1,58,165,95,0.00,0.00,0.00,0.00,0.00,0.04,0.16,0.20,0.04,0.20,Matches
434,Antonee Robinson,us USA,DF,Fulham,27-275,1997,34,33,2989,33.2,0,10,10,0,0,0,8,0,0.7,0.7,4.1,4.8,114,123,265,0.00,0.30,0.30,0.00,0.30,0.02,0.12,0.15,0.02,0.15,Matches
435,Jay Robinson,eng ENG,"MF,FW",Southampton,18-056,2007,2,0,36,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.00,0.10,Matches
436,Rodri,es ESP,MF,Manchester City,28-322,1996,2,1,65,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,1,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06,Matches
437,Guido Rodríguez,ar ARG,MF,West Ham,31-028,1994,20,14,1018,11.3,0,0,0,0,0,0,5,0,0.2,0.2,0.1,0.3,2,31,5,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Matches
438,Mads Roerslev,dk DEN,DF,Brentford,25-320,1999,19,11,1101,12.2,0,2,2,0,0,0,2,0,0.2,0.2,3.0,3.2,17,51,54,0.00,0.16,0.16,0.00,0.16,0.02,0.24,0.26,0.02,0.26,Matches
439,Morgan Rogers,eng ENG,"FW,MF",Aston Villa,22-288,2002,34,34,2853,31.7,8,8,16,8,0,0,9,0,6.2,6.2,7.4,13.6,108,117,177,0.25,0.25,0.50,0.25,0.50,0.20,0.23,0.43,0.20,0.43,Matches
440,Cristian Romero,ar ARG,DF,Tottenham,27-013,1998,18,18,1416,15.7,1,0,1,1,0,0,3,0,1.6,1.6,0.6,2.2,12,71,3,0.06,0.00,0.06,0.06,0.06,0.10,0.04,0.14,0.10,0.14,Matches
441,Georginio Rutter,fr FRA,"MF,FW",Brighton,23-020,2002,28,19,1656,18.4,5,3,8,5,0,0,2,0,4.6,4.6,2.5,7.1,42,67,79,0.27,0.16,0.43,0.27,0.43,0.25,0.14,0.39,0.25,0.39,Matches
442,José Sá,pt POR,GK,Wolves,32-113,1993,27,27,2430,27.0,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
443,Bukayo Saka,eng ENG,"FW,MF",Arsenal,23-247,2001,22,18,1539,17.1,6,10,16,5,1,1,3,0,6.3,5.5,6.8,12.3,82,62,233,0.35,0.58,0.94,0.29,0.88,0.37,0.40,0.77,0.32,0.72,Matches
444,Mohamed Salah,eg EGY,FW,Liverpool,32-329,1992,35,35,3101,34.5,28,18,46,19,9,9,1,0,24.0,17.0,13.2,30.1,143,133,440,0.81,0.52,1.34,0.55,1.07,0.70,0.38,1.08,0.49,0.87,Matches
445,William Saliba,fr FRA,DF,Arsenal,24-047,2001,33,33,2904,32.3,2,0,2,2,0,0,2,1,2.3,2.3,0.9,3.1,16,134,6,0.06,0.00,0.06,0.06,0.06,0.07,0.03,0.10,0.07,0.10,Matches
446,Robert Sánchez,es ESP,GK,Chelsea,27-173,1997,29,29,2610,29.0,0,0,0,0,0,0,5,0,0.0,0.0,0.1,0.1,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
447,Jadon Sancho,eng ENG,FW,Chelsea,25-046,2000,29,18,1687,18.7,3,4,7,3,0,0,2,0,2.2,2.2,3.6,5.8,98,87,218,0.16,0.21,0.37,0.16,0.37,0.12,0.19,0.31,0.12,0.31,Matches
448,Ibrahim Sangaré,ci CIV,MF,Nott'ham Forest,27-159,1997,10,4,370,4.1,0,1,1,0,0,0,3,0,0.0,0.0,0.4,0.4,0,16,3,0.00,0.24,0.24,0.00,0.24,0.00,0.09,0.10,0.00,0.10,Matches
449,Pablo Sarabia,es ESP,"MF,FW",Wolves,32-364,1992,21,6,716,8.0,3,2,5,3,0,0,3,0,2.9,2.9,1.6,4.5,12,51,52,0.38,0.25,0.63,0.38,0.63,0.36,0.20,0.56,0.36,0.56,Matches
450,Jeremy Sarmiento,ec ECU,MF,Brighton,22-328,2002,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
451,Ismaila Sarr,sn SEN,"MF,FW",Crystal Palace,27-074,1998,35,27,2482,27.6,7,4,11,7,0,0,4,0,9.1,9.1,7.1,16.2,69,79,169,0.25,0.15,0.40,0.25,0.40,0.33,0.26,0.59,0.33,0.59,Matches
452,Sávio,br BRA,"FW,MF",Manchester City,21-030,2004,27,21,1734,19.3,1,8,9,1,0,0,3,0,4.9,4.9,6.8,11.6,133,66,239,0.05,0.42,0.47,0.05,0.47,0.25,0.35,0.60,0.25,0.60,Matches
453,Oliver Scarles,eng ENG,DF,West Ham,19-149,2005,14,6,594,6.6,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,11,21,39,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
454,Dane Scarlett,eng ENG,"FW,MF",Tottenham,21-047,2004,3,0,34,0.4,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.1,1,1,1,0.00,2.65,2.65,0.00,2.65,0.09,0.12,0.22,0.09,0.22,Matches
455,Kevin Schade,de GER,FW,Brentford,23-164,2001,35,23,2069,23.0,10,2,12,10,0,0,3,0,7.7,7.7,3.4,11.1,56,32,146,0.43,0.09,0.52,0.43,0.52,0.33,0.15,0.48,0.33,0.48,Matches
456,Fabian Schär,ch SUI,DF,Newcastle Utd,33-141,1991,31,30,2664,29.6,4,0,4,4,0,0,7,1,2.4,2.4,0.4,2.8,14,102,18,0.14,0.00,0.14,0.14,0.14,0.08,0.01,0.10,0.08,0.10,Matches
457,Jeffrey Schlupp,gh GHA,"MF,DF",Crystal Palace,32-138,1992,12,0,103,1.1,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.3,4,5,9,0.00,0.00,0.00,0.00,0.00,0.14,0.14,0.28,0.14,0.28,Matches
458,Alex Scott,eng ENG,MF,Bournemouth,21-262,2003,18,7,709,7.9,0,0,0,0,0,0,2,0,0.7,0.7,0.8,1.5,15,49,33,0.00,0.00,0.00,0.00,0.00,0.08,0.11,0.19,0.08,0.19,Matches
459,Matz Sels,be BEL,GK,Nott'ham Forest,33-073,1992,35,35,3150,35.0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
460,Nélson Semedo,pt POR,DF,Wolves,31-175,1993,31,30,2661,29.6,0,4,4,0,0,0,7,0,0.8,0.8,2.7,3.5,61,70,109,0.00,0.14,0.14,0.00,0.14,0.03,0.09,0.12,0.03,0.12,Matches
461,Antoine Semenyo,gh GHA,FW,Bournemouth,25-123,2000,34,33,2933,32.6,9,5,14,9,0,0,9,0,9.3,9.3,5.8,15.1,133,106,259,0.28,0.15,0.43,0.28,0.43,0.29,0.18,0.46,0.29,0.46,Matches
462,Marcos Senesi,ar ARG,DF,Bournemouth,28-000,1997,15,12,1014,11.3,0,0,0,0,0,0,5,0,0.8,0.8,0.2,1.0,12,51,5,0.00,0.00,0.00,0.00,0.00,0.07,0.02,0.09,0.07,0.09,Matches
463,Ryan Sessegnon,eng ENG,"FW,DF",Fulham,24-357,2000,13,6,470,5.2,4,2,6,4,0,0,1,0,1.6,1.6,1.0,2.5,14,14,51,0.77,0.38,1.15,0.77,1.15,0.30,0.18,0.49,0.30,0.49,Matches
464,Luke Shaw,eng ENG,DF,Manchester Utd,29-302,1995,5,2,218,2.4,0,0,0,0,0,0,1,0,0.0,0.0,0.7,0.7,6,18,7,0.00,0.00,0.00,0.00,0.00,0.01,0.29,0.31,0.01,0.31,Matches
465,Zain Silcott-Duberry,ms MSR,FW,Bournemouth,19-305,2005,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
466,Bernardo Silva,pt POR,"MF,FW",Manchester City,30-273,1994,30,26,2401,26.7,3,4,7,3,0,0,7,0,3.2,3.2,4.4,7.6,94,115,184,0.11,0.15,0.26,0.11,0.26,0.12,0.16,0.29,0.12,0.29,Matches
467,Jota Silva,pt POR,"FW,MF",Nott'ham Forest,25-282,1999,28,5,844,9.4,3,1,4,3,0,0,5,0,2.0,2.0,2.9,4.9,20,18,58,0.32,0.11,0.43,0.32,0.43,0.22,0.31,0.52,0.22,0.52,Matches
468,Eric da Silva Moreira,de GER,"MF,DF",Nott'ham Forest,19-007,2006,2,0,30,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
469,Jahmai Simpson-Pusey,eng ENG,DF,Manchester City,19-187,2005,2,1,96,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
470,Luis Sinisterra,co COL,"FW,MF",Bournemouth,25-327,1999,12,1,236,2.6,1,1,2,1,0,0,0,0,1.2,1.2,1.4,2.6,19,6,38,0.38,0.38,0.76,0.38,0.76,0.46,0.54,1.00,0.46,1.00,Matches
471,Oliver Skipp,eng ENG,MF,Leicester City,24-236,2000,21,8,996,11.1,0,0,0,0,0,0,8,0,0.2,0.2,0.3,0.4,16,31,19,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.04,0.01,0.04,Matches
472,William Smallbone,ie IRL,MF,Southampton,25-078,2000,15,6,646,7.2,1,0,1,1,0,0,1,0,0.4,0.4,0.6,1.1,5,25,23,0.14,0.00,0.14,0.14,0.14,0.06,0.09,0.15,0.06,0.15,Matches
473,Adam Smith,eng ENG,DF,Bournemouth,34-011,1991,22,17,1409,15.7,0,0,0,0,0,0,6,0,0.7,0.7,0.3,1.0,12,40,31,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.06,0.04,0.06,Matches
474,Emile Smith Rowe,eng ENG,MF,Fulham,24-286,2000,31,23,1886,21.0,6,2,8,6,0,0,2,0,4.4,4.4,1.1,5.5,50,120,115,0.29,0.10,0.38,0.29,0.38,0.21,0.05,0.26,0.21,0.26,Matches
475,Dominic Solanke,eng ENG,FW,Tottenham,27-238,1997,25,24,2119,23.5,8,3,11,8,0,0,0,0,10.1,10.1,2.9,13.1,29,45,88,0.34,0.13,0.47,0.34,0.47,0.43,0.13,0.56,0.43,0.56,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
476,Carlos Soler,es ESP,"MF,FW",West Ham,28-128,1997,29,14,1358,15.1,1,1,2,1,0,0,5,0,1.7,1.7,1.2,2.9,16,52,33,0.07,0.07,0.13,0.07,0.13,0.11,0.08,0.19,0.11,0.19,Matches
477,Julio Soler,ar ARG,FW,Bournemouth,20-083,2005,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
478,Ramón Sosa,py PAR,"FW,MF",Nott'ham Forest,25-252,1999,19,1,295,3.3,1,0,1,1,0,0,1,0,1.0,1.0,0.5,1.5,12,6,17,0.31,0.00,0.31,0.31,0.31,0.31,0.15,0.45,0.31,0.45,Matches
479,Tomáš Souček,cz CZE,MF,West Ham,30-072,1995,32,27,2330,25.9,8,1,9,8,0,0,8,0,6.0,6.0,1.0,7.0,6,70,65,0.31,0.04,0.35,0.31,0.35,0.23,0.04,0.27,0.23,0.27,Matches
480,Boubakary Soumaré,fr FRA,MF,Leicester City,26-072,1999,28,23,1960,21.8,0,0,0,0,0,0,8,0,0.3,0.3,0.4,0.7,31,95,21,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,Matches
481,Djed Spence,eng ENG,DF,Tottenham,24-274,2000,22,17,1604,17.8,1,2,3,1,0,0,4,1,0.6,0.6,1.8,2.3,56,100,70,0.06,0.11,0.17,0.06,0.17,0.03,0.10,0.13,0.03,0.13,Matches
482,Jay Stansfield,eng ENG,MF,Fulham,22-167,2002,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
483,Jason Steele,eng ENG,GK,Brighton,34-265,1990,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
484,Jack Stephens,eng ENG,DF,Southampton,31-103,1994,17,15,1209,13.4,1,0,1,1,0,0,2,2,0.6,0.6,0.2,0.7,13,53,2,0.07,0.00,0.07,0.07,0.07,0.04,0.01,0.05,0.04,0.05,Matches
485,Raheem Sterling,eng ENG,"FW,MF",Arsenal,30-153,1994,16,6,437,4.9,0,2,2,0,0,0,1,0,1.3,1.3,0.5,1.8,25,17,73,0.00,0.41,0.41,0.00,0.41,0.27,0.10,0.37,0.27,0.37,Matches
486,Ross Stewart,sct SCO,FW,Southampton,28-303,1996,9,3,286,3.2,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,1,1,6,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.08,0.08,Matches
487,Jakub Stolarczyk,pl POL,GK,Leicester City,24-142,2000,7,7,630,7.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
488,John Stones,eng ENG,"DF,MF",Manchester City,30-347,1994,11,6,548,6.1,2,0,2,2,0,0,1,0,0.4,0.4,0.1,0.5,10,21,2,0.33,0.00,0.33,0.33,0.33,0.07,0.01,0.08,0.07,0.08,Matches
489,Jørgen Strand Larsen,no NOR,FW,Wolves,25-093,2000,32,29,2463,27.4,13,2,15,13,0,0,4,0,10.0,10.0,2.4,12.4,16,28,106,0.48,0.07,0.55,0.48,0.55,0.37,0.09,0.45,0.37,0.45,Matches
490,Yukinari Sugawara,jp JPN,"DF,MF",Southampton,24-316,2000,29,15,1467,16.3,1,1,2,1,0,0,4,0,0.5,0.5,2.2,2.7,32,68,76,0.06,0.06,0.12,0.06,0.12,0.03,0.14,0.17,0.03,0.17,Matches
491,Kamaldeen Sulemana,gh GHA,"FW,MF",Southampton,23-084,2002,23,14,1178,13.1,1,1,2,1,0,0,2,0,1.4,1.4,1.0,2.4,57,26,76,0.08,0.08,0.15,0.08,0.15,0.10,0.08,0.18,0.10,0.18,Matches
492,Crysencio Summerville,nl NED,"FW,MF",West Ham,23-192,2001,19,7,786,8.7,1,1,2,1,0,0,2,0,1.6,1.6,1.7,3.3,29,18,71,0.11,0.11,0.23,0.11,0.23,0.19,0.19,0.38,0.19,0.38,Matches
493,Sammie Szmodics,ie IRL,"FW,MF",Ipswich Town,29-228,1995,19,13,979,10.9,4,0,4,4,0,0,2,0,3.4,3.4,0.2,3.6,16,18,46,0.37,0.00,0.37,0.37,0.37,0.31,0.02,0.33,0.31,0.33,Matches
494,Dominik Szoboszlai,hu HUN,MF,Liverpool,24-197,2000,33,26,2279,25.3,5,5,10,5,0,0,6,0,7.1,7.1,6.2,13.3,65,118,120,0.20,0.20,0.39,0.20,0.39,0.28,0.24,0.53,0.28,0.53,Matches
495,Matt Targett,eng ENG,DF,Newcastle Utd,29-234,1995,2,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
496,James Tarkowski,eng ENG,DF,Everton,32-172,1992,33,33,2922,32.5,1,1,2,1,0,0,6,0,1.3,1.3,2.9,4.2,9,75,3,0.03,0.03,0.06,0.03,0.06,0.04,0.09,0.13,0.04,0.13,Matches
497,Marcus Tavernier,eng ENG,"FW,MF",Bournemouth,26-049,1999,26,17,1670,18.6,3,5,8,3,0,0,5,0,5.3,5.3,2.8,8.1,41,102,106,0.16,0.27,0.43,0.16,0.43,0.29,0.15,0.44,0.29,0.44,Matches
498,Charlie Taylor,eng ENG,DF,Southampton,31-234,1993,7,2,266,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,3,8,6,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches
499,Jack Taylor,ie IRL,MF,Ipswich Town,26-321,1998,29,3,766,8.5,1,0,1,1,0,0,3,0,0.7,0.7,0.5,1.2,11,41,21,0.12,0.00,0.12,0.12,0.12,0.08,0.06,0.15,0.08,0.15,Matches
500,Mathys Tel,fr FRA,FW,Tottenham,20-013,2005,10,8,649,7.2,2,1,3,1,1,1,1,0,2.3,1.5,1.4,2.9,18,16,57,0.28,0.14,0.42,0.14,0.28,0.32,0.19,0.51,0.21,0.40,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
501,Kenny Tete,nl NED,DF,Fulham,29-213,1995,19,18,1504,16.7,0,2,2,0,0,0,4,0,1.2,1.2,0.9,2.1,33,50,47,0.00,0.12,0.12,0.00,0.12,0.07,0.05,0.13,0.07,0.13,Matches
502,Thiago,br BRA,FW,Brentford,23-318,2001,5,1,142,1.6,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,3,2,4,0.00,0.00,0.00,0.00,0.00,0.06,0.04,0.10,0.06,0.10,Matches
503,Luke Thomas,eng ENG,DF,Leicester City,23-334,2001,11,10,873,9.7,0,0,0,0,0,0,1,0,0.4,0.4,0.3,0.6,3,30,13,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.06,0.04,0.06,Matches
504,Youri Tielemans,be BEL,MF,Aston Villa,28-003,1997,35,35,2997,33.3,3,7,10,3,0,1,4,0,3.1,2.3,6.9,9.2,39,234,48,0.09,0.21,0.30,0.09,0.30,0.09,0.21,0.30,0.07,0.28,Matches
505,Kieran Tierney,sct SCO,"DF,FW",Arsenal,27-339,1997,10,1,181,2.0,0,0,0,0,0,0,0,0,0.2,0.2,0.9,1.1,5,12,22,0.00,0.00,0.00,0.00,0.00,0.10,0.43,0.53,0.10,0.53,Matches
506,Jurriën Timber,nl NED,DF,Arsenal,23-327,2001,30,27,2417,26.9,1,3,4,1,0,0,7,0,1.2,1.2,0.8,2.1,57,146,104,0.04,0.11,0.15,0.04,0.15,0.05,0.03,0.08,0.05,0.08,Matches
507,Jean-Clair Todibo,fr FRA,DF,West Ham,25-131,1999,24,17,1564,17.4,0,0,0,0,0,0,2,0,0.2,0.2,0.0,0.2,9,31,5,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
508,Harry Toffolo,eng ENG,DF,Nott'ham Forest,29-264,1995,4,1,137,1.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,4,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
509,Takehiro Tomiyasu,jp JPN,DF,Arsenal,26-186,1998,1,0,7,0.1,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,1,0,0.00,0.00,0.00,0.00,0.00,2.37,0.00,2.37,2.37,2.37,Matches
510,Sandro Tonali,it ITA,MF,Newcastle Utd,25-002,2000,33,25,2360,26.2,3,2,5,3,0,0,5,0,3.7,3.7,1.4,5.0,33,116,48,0.11,0.08,0.19,0.11,0.19,0.14,0.05,0.19,0.14,0.19,Matches
511,Pau Torres,es ESP,DF,Aston Villa,28-114,1997,21,21,1819,20.2,0,0,0,0,0,0,1,0,0.5,0.5,0.1,0.6,33,77,4,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
512,Conor Townsend,eng ENG,DF,Ipswich Town,32-067,1993,6,3,335,3.7,0,1,1,0,0,0,1,0,0.0,0.0,0.7,0.7,2,8,13,0.00,0.27,0.27,0.00,0.27,0.01,0.18,0.18,0.01,0.18,Matches
513,Adama Traoré,es ESP,"FW,MF",Fulham,29-105,1996,33,16,1592,17.7,2,6,8,2,0,0,3,0,3.9,3.9,4.7,8.6,89,61,145,0.11,0.34,0.45,0.11,0.45,0.22,0.27,0.49,0.22,0.49,Matches
514,Boubacar Traoré,ml MLI,MF,Wolves,23-263,2001,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
515,Mark Travers,ie IRL,GK,Bournemouth,25-357,1999,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
