Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
368,Jacob Murphy,eng ENG,FW,Newcastle Utd,30-075,1995,23.8,611,894,68.3,9226,2952,367,438,83.8,191,283,67.5,39,92,42.4,11,8.1,5.3,+2.9,38,49,35,14,67,Matches
369,Vitaliy Mykolenko,ua UKR,DF,Everton,25-346,1999,31.2,908,1220,74.4,15184,6186,467,525,89.0,342,461,74.2,80,179,44.7,1,1.6,2.0,-0.6,20,96,37,22,105,Matches
370,Iliman Ndiaye,sn SEN,FW,Everton,25-065,2000,25.0,543,672,80.8,8134,1660,317,368,86.1,179,208,86.1,34,50,68.0,0,1.6,1.2,-1.6,17,35,14,5,50,Matches
371,Wilfred Ndidi,ng NGA,MF,Leicester City,28-145,1996,23.9,775,965,80.3,11104,2829,423,486,87.0,262,319,82.1,36,66,54.5,4,1.8,1.5,+2.2,15,62,10,3,65,Matches
372,Kosta Nedeljković,rs SRB,DF,Aston Villa,19-145,2005,1.4,47,53,88.7,853,185,22,23,95.7,21,25,84.0,4,5,80.0,0,0.0,0.0,0.0,0,5,0,0,6,Matches
373,Reiss Nelson,eng ENG,FW,Arsenal,25-151,1999,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
374,Reiss Nelson,eng ENG,FW,Fulham,25-151,1999,5.4,232,268,86.6,3429,761,136,147,92.5,77,91,84.6,12,19,63.2,1,1.0,1.0,0.0,13,7,15,3,35,Matches
375,Neto,br BRA,GK,Bournemouth,35-295,1989,2.0,40,62,64.5,1183,896,7,7,100.0,21,21,100.0,12,33,36.4,0,0.0,0.0,0.0,0,2,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
376,Pedro Neto,pt POR,FW,Chelsea,25-062,2000,22.4,632,804,78.6,10311,2198,314,338,92.9,238,292,81.5,56,117,47.9,5,6.1,4.7,-1.1,44,29,35,22,57,Matches
377,Eddie Nketiah,eng ENG,"FW,MF",Crystal Palace,25-345,1999,9.9,166,223,74.4,2483,511,89,112,79.5,55,68,80.9,12,17,70.6,1,1.6,0.8,-0.6,12,11,4,0,17,Matches
378,Christopher Nkunku,fr FRA,FW,Chelsea,27-177,1997,10.2,299,334,89.5,3928,760,185,202,91.6,95,103,92.2,6,6,100.0,2,2.1,1.0,-0.1,14,26,7,0,25,Matches
379,Gustavo Nunes,br BRA,"FW,MF",Brentford,19-171,2005,0.1,1,1,100.0,15,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
380,Matheus Nunes,pt POR,"DF,MF",Manchester City,26-256,1998,16.6,957,1109,86.3,14863,2604,536,587,91.3,358,406,88.2,50,77,64.9,5,4.2,3.1,+0.8,21,45,25,7,69,Matches
381,Darwin Núñez,uy URU,FW,Liverpool,25-320,1999,11.7,151,214,70.6,2248,546,82,102,80.4,46,63,73.0,12,18,66.7,2,1.2,0.4,+0.8,9,9,2,0,27,Matches
382,Ethan Nwaneri,eng ENG,"FW,MF",Arsenal,18-050,2007,9.1,307,383,80.2,4430,1147,194,211,91.9,83,108,76.9,18,35,51.4,2,1.0,1.7,+1.0,12,16,13,6,30,Matches
383,Christian Nørgaard,dk DEN,MF,Brentford,31-061,1994,28.3,1049,1290,81.3,17392,5800,523,601,87.0,440,517,85.1,68,116,58.6,3,1.0,1.2,+2.0,17,128,24,4,133,Matches
384,Jake O'Brien,ie IRL,DF,Everton,23-360,2001,15.5,509,650,78.3,9400,3587,220,248,88.7,226,282,80.1,57,89,64.0,0,0.6,0.3,-0.6,6,41,8,5,43,Matches
385,Matt O'Riley,dk DEN,MF,Brighton,24-170,2000,9.4,285,366,77.9,4508,1222,146,162,90.1,94,117,80.3,29,58,50.0,1,1.7,1.5,-0.7,17,28,7,0,34,Matches
386,Dara O'Shea,ie IRL,DF,Ipswich Town,26-067,1999,31.7,1112,1432,77.7,22113,9691,357,412,86.7,621,732,84.8,123,246,50.0,2,0.5,0.7,+1.5,3,83,3,1,71,Matches
387,Chidozie Obi-Martin,dk DEN,FW,Manchester Utd,17-162,2007,1.7,19,23,82.6,247,46,9,10,90.0,7,9,77.8,1,2,50.0,0,0.0,0.0,0.0,0,1,0,0,1,Matches
388,Wilson Odobert,fr FRA,FW,Tottenham,20-163,2004,7.0,173,224,77.2,2288,459,120,131,91.6,40,56,71.4,6,10,60.0,0,0.9,0.7,-0.9,5,8,10,3,21,Matches
389,Chiedozie Ogbene,ie IRL,FW,Ipswich Town,28-009,1997,2.6,32,43,74.4,415,27,20,24,83.3,8,10,80.0,1,1,100.0,0,0.1,0.0,-0.1,2,0,0,0,0,Matches
390,Caleb Okoli,it ITA,DF,Leicester City,23-301,2001,12.5,558,646,86.4,9738,3849,242,265,91.3,273,300,91.0,36,65,55.4,0,0.0,0.2,0.0,0,21,1,0,32,Matches
391,Robin Olsen,se SWE,GK,Aston Villa,35-122,1990,2.0,54,76,71.1,1466,983,10,10,100.0,31,31,100.0,13,35,37.1,0,0.0,0.0,0.0,0,2,0,0,0,Matches
392,Amadou Onana,be BEL,MF,Aston Villa,23-267,2001,15.3,607,686,88.5,9552,2430,312,331,94.3,255,284,89.8,27,37,73.0,0,0.3,0.6,-0.3,8,56,9,1,60,Matches
393,André Onana,cm CMR,GK,Manchester Utd,29-038,1996,33.0,920,1259,73.1,21868,13211,218,220,99.1,511,516,99.0,186,513,36.3,0,0.2,0.2,-0.2,1,24,0,0,1,Matches
394,Paul Onuachu,ng NGA,FW,Southampton,30-347,1994,11.4,156,257,60.7,2219,365,83,132,62.9,42,67,62.7,12,19,63.2,1,0.5,0.3,+0.5,8,13,2,0,13,Matches
395,Frank Onyeka,ng NGA,MF,Brentford,27-129,1998,0.3,6,7,85.7,71,19,5,5,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,1,0,1,Matches
396,Lewis Orford,eng ENG,MF,West Ham,19-081,2006,0.5,33,38,86.8,583,83,11,13,84.6,18,20,90.0,2,3,66.7,0,0.0,0.0,0.0,2,2,1,1,0,Matches
397,Stefan Ortega,de GER,GK,Manchester City,32-185,1992,12.2,373,459,81.3,8327,5597,102,105,97.1,190,196,96.9,79,154,51.3,0,0.0,0.0,0.0,0,6,0,0,0,Matches
398,William Osula,dk DEN,FW,Newcastle Utd,21-279,2003,1.2,11,18,61.1,126,33,8,13,61.5,2,4,50.0,0,0,,0,0.1,0.0,-0.1,1,0,1,0,2,Matches
399,Dango Ouattara,bf BFA,FW,Bournemouth,23-088,2002,22.3,367,612,60.0,5725,1706,210,288,72.9,120,193,62.2,25,67,37.3,4,5.5,3.3,-1.5,35,21,26,11,43,Matches
400,Nico O’Reilly,eng ENG,DF,Manchester City,20-050,2005,5.7,304,350,86.9,4026,780,209,226,92.5,87,107,81.3,3,6,50.0,0,0.4,0.7,-0.4,4,28,1,1,17,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
401,Alex Palmer,eng ENG,GK,Ipswich Town,28-273,1996,11.0,241,356,67.7,7340,5386,46,48,95.8,107,107,100.0,88,201,43.8,0,0.0,0.0,0.0,1,7,0,0,1,Matches
402,Cole Palmer,eng ENG,MF,Chelsea,23-004,2002,32.5,1044,1357,76.9,19884,5288,434,505,85.9,425,501,84.8,161,269,59.9,8,10.0,8.5,-2.0,82,153,61,17,200,Matches
403,Emerson Palmieri,it ITA,DF,West Ham,30-280,1994,23.4,859,1075,79.9,12521,4536,513,572,89.7,283,348,81.3,43,102,42.2,1,1.5,2.2,-0.5,16,51,13,5,66,Matches
404,Lucas Paquetá,br BRA,"MF,FW",West Ham,27-256,1997,26.0,1088,1407,77.3,18064,5773,566,676,83.7,382,480,79.6,114,177,64.4,0,3.1,3.3,-3.1,36,125,43,4,145,Matches
405,Thomas Partey,gh GHA,"MF,DF",Arsenal,31-331,1993,28.1,1525,1746,87.3,24370,6528,798,859,92.9,619,699,88.6,85,128,66.4,2,1.9,2.3,+0.1,17,151,33,2,171,Matches
406,Nathan Patterson,sct SCO,DF,Everton,23-206,2001,3.9,130,176,73.9,2272,806,65,72,90.3,52,75,69.3,12,24,50.0,1,0.4,0.4,+0.6,4,9,5,3,13,Matches
407,Andreas Pereira,br BRA,MF,Fulham,29-129,1996,20.9,641,931,68.9,11658,3703,296,354,83.6,245,313,78.3,87,212,41.0,4,4.5,4.3,-0.5,56,64,19,4,99,Matches
408,Ricardo Pereira,pt POR,DF,Leicester City,31-216,1993,3.8,178,216,82.4,2899,821,85,98,86.7,77,92,83.7,12,14,85.7,0,0.0,0.1,0.0,0,18,0,0,14,Matches
409,Kalvin Phillips,eng ENG,MF,Ipswich Town,29-159,1995,13.7,436,551,79.1,8581,2474,162,195,83.1,208,240,86.7,60,98,61.2,0,0.2,0.5,-0.2,5,49,6,1,51,Matches
410,Jaden Philogene Bidace,eng ENG,"FW,MF",Aston Villa,23-091,2002,3.7,63,86,73.3,850,161,40,49,81.6,18,21,85.7,2,3,66.7,0,0.3,0.2,-0.3,1,1,3,0,4,Matches
411,Jaden Philogene Bidace,eng ENG,"FW,DF",Ipswich Town,23-091,2002,5.3,95,131,72.5,1536,414,54,64,84.4,30,41,73.2,6,12,50.0,0,0.2,0.2,-0.2,5,7,4,3,10,Matches
412,Jordan Pickford,eng ENG,GK,Everton,31-064,1994,35.0,971,1461,66.5,30852,22991,143,144,99.3,419,426,98.4,408,881,46.3,1,0.4,0.2,+0.6,2,68,8,0,0,Matches
413,Ethan Pinnock,jm JAM,DF,Brentford,31-346,1993,21.3,924,1080,85.6,17045,6094,360,382,94.2,472,528,89.4,84,145,57.9,0,1.2,0.7,-1.2,8,48,4,1,41,Matches
414,Daniel Podence,pt POR,"MF,FW",Wolves,29-201,1995,0.5,11,16,68.8,132,78,7,7,100.0,3,3,100.0,0,2,0.0,0,0.0,0.0,0.0,0,1,1,0,2,Matches
415,Alfie Pond,eng ENG,DF,Wolves,21-070,2004,0.0,1,1,100.0,23,0,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
416,Nick Pope,eng ENG,GK,Newcastle Utd,33-021,1992,25.0,504,692,72.8,12978,7881,104,105,99.0,260,264,98.5,136,318,42.8,0,0.0,0.0,0.0,1,2,0,0,1,Matches
417,Pedro Porro,es ESP,DF,Tottenham,25-239,1999,27.4,1324,1802,73.5,23083,9131,651,744,87.5,512,646,79.3,133,301,44.2,6,4.0,4.3,+2.0,54,120,55,26,147,Matches
418,Jarell Quansah,eng ENG,DF,Liverpool,22-101,2003,4.5,293,322,91.0,5236,1760,110,113,97.3,163,176,92.6,17,27,63.0,0,0.1,0.2,-0.1,1,21,1,0,16,Matches
419,Hákon Rafn Valdimarsson,is ISL,GK,Brentford,23-209,2001,1.6,46,70,65.7,1445,1110,8,8,100.0,21,21,100.0,17,41,41.5,0,0.0,0.0,0.0,0,2,0,0,0,Matches
420,Aaron Ramsdale,eng ENG,GK,Southampton,26-361,1998,27.0,715,1106,64.6,20052,15538,199,200,99.5,276,287,96.2,234,606,38.6,0,0.0,0.1,0.0,0,33,1,0,0,Matches
421,Jacob Ramsey,eng ENG,"FW,MF",Aston Villa,23-347,2001,16.8,479,561,85.4,6395,1519,325,355,91.5,124,146,84.9,15,20,75.0,3,2.3,2.1,+0.7,20,31,21,1,67,Matches
422,Marcus Rashford,eng ENG,"FW,MF",Manchester Utd,27-191,1997,10.9,253,343,73.8,3508,868,168,201,83.6,56,85,65.9,14,28,50.0,1,2.1,1.4,-1.1,15,13,16,8,21,Matches
423,Marcus Rashford,eng ENG,FW,Aston Villa,27-191,1997,4.9,117,164,71.3,1772,447,67,77,87.0,36,47,76.6,9,25,36.0,2,2.3,2.1,-0.3,13,2,9,2,13,Matches
424,David Raya,es ESP,GK,Arsenal,29-237,1995,35.0,979,1312,74.6,23137,15900,274,277,98.9,507,516,98.3,196,513,38.2,0,0.0,0.1,0.0,0,41,2,0,13,Matches
425,Harrison Reed,eng ENG,MF,Fulham,30-103,1995,1.2,39,55,70.9,550,138,21,24,87.5,13,17,76.5,2,5,40.0,0,0.1,0.1,-0.1,1,1,1,0,4,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
426,Remy Rees-Dottin,eng ENG,FW,Bournemouth,19-065,2006,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
427,Sergio Reguilón,es ESP,DF,Tottenham,28-145,1996,1.4,73,105,69.5,1144,410,33,44,75.0,36,47,76.6,3,9,33.3,0,0.0,0.2,0.0,1,11,2,1,12,Matches
428,Vitor Reis,br BRA,DF,Manchester City,19-118,2006,0.0,2,2,100.0,50,10,0,0,,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
429,Chadi Riad,ma MAR,DF,Crystal Palace,21-327,2003,1.0,70,82,85.4,1411,568,24,28,85.7,38,41,92.7,8,13,61.5,0,0.0,0.0,0.0,0,8,1,0,7,Matches
430,Declan Rice,eng ENG,MF,Arsenal,26-116,1999,29.4,1304,1562,83.5,22238,5871,641,697,92.0,525,580,90.5,112,229,48.9,7,6.5,5.5,+0.5,56,126,35,5,180,Matches
431,Chris Richards,us USA,DF,Crystal Palace,25-043,2000,18.4,609,759,80.2,10779,3832,250,283,88.3,300,335,89.6,48,107,44.9,0,0.1,0.6,-0.1,2,22,1,1,35,Matches
432,Richarlison,br BRA,FW,Tottenham,28-000,1997,5.3,60,95,63.2,907,280,30,41,73.2,18,31,58.1,6,9,66.7,1,0.9,0.6,+0.1,4,8,4,2,11,Matches
433,Andrew Robertson,sct SCO,DF,Liverpool,31-060,1994,25.6,1456,1754,83.0,24521,7781,713,758,94.1,623,718,86.8,103,220,46.8,0,4.1,3.9,-4.1,38,144,28,16,165,Matches
434,Antonee Robinson,us USA,DF,Fulham,27-275,1997,33.2,1523,1987,76.6,26058,9482,732,844,86.7,644,815,79.0,128,227,56.4,10,4.1,4.0,+5.9,42,113,54,28,123,Matches
435,Jay Robinson,eng ENG,"MF,FW",Southampton,18-056,2007,0.4,8,9,88.9,81,6,7,7,100.0,1,1,100.0,0,1,0.0,0,0.0,0.0,0.0,2,0,0,0,0,Matches
436,Rodri,es ESP,MF,Manchester City,28-322,1996,0.7,57,61,93.4,1056,250,25,26,96.2,24,27,88.9,7,7,100.0,0,0.0,0.1,0.0,1,3,1,0,4,Matches
437,Guido Rodríguez,ar ARG,MF,West Ham,31-028,1994,11.3,419,498,84.1,7149,2000,201,230,87.4,180,197,91.4,32,51,62.7,0,0.1,0.1,-0.1,3,36,1,0,31,Matches
438,Mads Roerslev,dk DEN,DF,Brentford,25-320,1999,12.2,422,536,78.7,6925,2249,205,233,88.0,179,224,79.9,27,49,55.1,2,3.0,2.1,-1.0,14,37,11,4,51,Matches
439,Morgan Rogers,eng ENG,"FW,MF",Aston Villa,22-288,2002,31.7,628,850,73.9,9245,3175,355,436,81.4,189,248,76.2,47,59,79.7,8,7.4,4.9,+0.6,48,71,52,2,117,Matches
440,Cristian Romero,ar ARG,DF,Tottenham,27-013,1998,15.7,1094,1223,89.5,20402,8197,370,405,91.4,630,665,94.7,80,126,63.5,0,0.6,0.8,-0.6,7,109,8,1,71,Matches
441,Georginio Rutter,fr FRA,"MF,FW",Brighton,23-020,2002,18.4,237,355,66.8,3344,1174,144,187,77.0,74,111,66.7,10,16,62.5,3,2.5,1.7,+0.5,19,30,16,1,67,Matches
442,José Sá,pt POR,GK,Wolves,32-113,1993,27.0,544,853,63.8,14150,9653,107,108,99.1,302,311,97.1,131,426,30.8,0,0.1,0.0,-0.1,2,18,1,0,2,Matches
443,Bukayo Saka,eng ENG,"FW,MF",Arsenal,23-247,2001,17.1,488,649,75.2,7524,2184,290,322,90.1,141,193,73.1,41,86,47.7,10,6.8,6.9,+3.2,50,13,32,10,62,Matches
444,Mohamed Salah,eg EGY,FW,Liverpool,32-329,1992,34.5,833,1170,71.2,12448,3588,468,560,83.6,279,397,70.3,56,94,59.6,18,13.2,8.2,+4.8,82,49,86,14,133,Matches
445,William Saliba,fr FRA,DF,Arsenal,24-047,2001,32.3,2320,2463,94.2,39927,12025,978,1022,95.7,1214,1265,96.0,119,149,79.9,0,0.9,1.3,-0.9,7,175,6,0,134,Matches
446,Robert Sánchez,es ESP,GK,Chelsea,27-173,1997,29.0,810,1130,71.7,19431,12888,193,194,99.5,430,446,96.4,184,478,38.5,0,0.1,0.0,-0.1,2,25,1,0,1,Matches
447,Jadon Sancho,eng ENG,FW,Chelsea,25-046,2000,18.7,631,765,82.5,8571,2010,391,439,89.1,203,241,84.2,14,27,51.9,4,3.6,3.1,+0.4,36,26,47,0,87,Matches
448,Ibrahim Sangaré,ci CIV,MF,Nott'ham Forest,27-159,1997,4.1,169,206,82.0,2544,797,95,105,90.5,59,69,85.5,10,18,55.6,1,0.4,0.1,+0.6,4,18,2,0,16,Matches
449,Pablo Sarabia,es ESP,"MF,FW",Wolves,32-364,1992,8.0,260,371,70.1,4467,1692,118,136,86.8,91,117,77.8,34,69,49.3,2,1.6,1.8,+0.4,13,36,17,2,51,Matches
450,Jeremy Sarmiento,ec ECU,MF,Brighton,22-328,2002,0.1,6,6,100.0,74,1,4,4,100.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
451,Ismaila Sarr,sn SEN,"MF,FW",Crystal Palace,27-074,1998,27.6,459,693,66.2,6835,2050,248,335,74.0,171,241,71.0,22,47,46.8,4,7.1,6.1,-3.1,39,27,39,9,79,Matches
452,Sávio,br BRA,"FW,MF",Manchester City,21-030,2004,19.3,676,836,80.9,10078,1700,412,459,89.8,222,277,80.1,31,54,57.4,8,6.8,6.0,+1.2,44,19,47,8,66,Matches
453,Oliver Scarles,eng ENG,DF,West Ham,19-149,2005,6.6,260,333,78.1,3880,1062,157,177,88.7,91,109,83.5,10,34,29.4,0,0.0,0.1,0.0,1,9,5,1,21,Matches
454,Dane Scarlett,eng ENG,"FW,MF",Tottenham,21-047,2004,0.4,3,5,60.0,37,20,2,2,100.0,1,1,100.0,0,1,0.0,1,0.0,0.0,+1.0,1,0,0,0,1,Matches
455,Kevin Schade,de GER,FW,Brentford,23-164,2001,23.0,290,498,58.2,4497,1252,162,237,68.4,101,168,60.1,18,42,42.9,2,3.4,1.6,-1.4,20,29,9,3,32,Matches
456,Fabian Schär,ch SUI,DF,Newcastle Utd,33-141,1991,29.6,1518,1812,83.8,30536,11758,525,569,92.3,805,868,92.7,179,342,52.3,0,0.4,1.0,-0.4,5,145,10,0,102,Matches
457,Jeffrey Schlupp,gh GHA,"MF,DF",Crystal Palace,32-138,1992,1.1,39,50,78.0,591,144,16,19,84.2,18,23,78.3,2,4,50.0,0,0.2,0.1,-0.2,3,4,2,0,5,Matches
458,Alex Scott,eng ENG,MF,Bournemouth,21-262,2003,7.9,265,319,83.1,4257,1298,131,148,88.5,102,111,91.9,20,33,60.6,0,0.8,0.9,-0.8,11,37,4,0,49,Matches
459,Matz Sels,be BEL,GK,Nott'ham Forest,33-073,1992,35.0,472,923,51.1,17926,15420,72,72,100.0,145,148,98.0,255,691,36.9,0,0.0,0.1,0.0,1,42,3,0,1,Matches
460,Nélson Semedo,pt POR,DF,Wolves,31-175,1993,29.6,973,1214,80.1,14811,4410,525,576,91.1,367,443,82.8,54,116,46.6,4,2.7,1.4,+1.3,21,63,25,11,70,Matches
461,Antoine Semenyo,gh GHA,FW,Bournemouth,25-123,2000,32.6,737,1007,73.2,10554,2740,442,522,84.7,235,307,76.5,32,83,38.6,5,5.8,4.2,-0.8,45,48,44,8,106,Matches
462,Marcos Senesi,ar ARG,DF,Bournemouth,28-000,1997,11.3,493,644,76.6,10211,5319,176,200,88.0,232,270,85.9,80,161,49.7,0,0.2,0.5,-0.2,3,73,12,3,51,Matches
463,Ryan Sessegnon,eng ENG,"FW,DF",Fulham,24-357,2000,5.2,124,162,76.5,1764,455,82,95,86.3,32,45,71.1,6,10,60.0,2,1.0,0.8,+1.0,10,7,3,1,14,Matches
464,Luke Shaw,eng ENG,DF,Manchester Utd,29-302,1995,2.4,178,213,83.6,2931,1052,92,99,92.9,71,82,86.6,13,23,56.5,0,0.7,0.8,-0.7,5,12,3,1,18,Matches
465,Zain Silcott-Duberry,ms MSR,FW,Bournemouth,19-305,2005,0.0,1,2,50.0,25,0,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
466,Bernardo Silva,pt POR,"MF,FW",Manchester City,30-273,1994,26.7,1370,1573,87.1,20876,3837,765,830,92.2,503,569,88.4,72,108,66.7,4,4.4,3.8,-0.4,47,75,33,7,115,Matches
467,Jota Silva,pt POR,"FW,MF",Nott'ham Forest,25-282,1999,9.4,115,190,60.5,1635,467,65,84,77.4,35,58,60.3,6,17,35.3,1,2.9,1.8,-1.9,14,4,9,3,18,Matches
468,Eric da Silva Moreira,de GER,"MF,DF",Nott'ham Forest,19-007,2006,0.3,7,8,87.5,86,7,6,7,85.7,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
469,Jahmai Simpson-Pusey,eng ENG,DF,Manchester City,19-187,2005,1.1,107,115,93.0,1754,549,47,49,95.9,57,59,96.6,3,7,42.9,0,0.0,0.0,0.0,0,3,0,0,3,Matches
470,Luis Sinisterra,co COL,"FW,MF",Bournemouth,25-327,1999,2.6,73,93,78.5,1067,200,44,48,91.7,22,32,68.8,5,5,100.0,1,1.4,1.3,-0.4,9,6,2,2,6,Matches
471,Oliver Skipp,eng ENG,MF,Leicester City,24-236,2000,11.1,392,461,85.0,5965,1459,201,227,88.5,153,164,93.3,19,32,59.4,0,0.3,0.3,-0.3,9,30,4,0,31,Matches
472,William Smallbone,ie IRL,MF,Southampton,25-078,2000,7.2,257,331,77.6,4218,1158,122,140,87.1,108,127,85.0,19,49,38.8,0,0.6,0.8,-0.6,9,11,3,2,25,Matches
473,Adam Smith,eng ENG,DF,Bournemouth,34-011,1991,15.7,436,576,75.7,7088,2372,213,242,88.0,182,233,78.1,27,72,37.5,0,0.3,0.4,-0.3,7,41,8,5,40,Matches
474,Emile Smith Rowe,eng ENG,MF,Fulham,24-286,2000,21.0,844,937,90.1,12107,2312,489,531,92.1,313,328,95.4,19,27,70.4,2,1.1,1.7,+0.9,18,76,15,1,120,Matches
475,Dominic Solanke,eng ENG,FW,Tottenham,27-238,1997,23.5,250,352,71.0,3344,914,153,201,76.1,64,83,77.1,12,18,66.7,3,2.9,1.1,+0.1,14,27,9,0,45,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
476,Carlos Soler,es ESP,"MF,FW",West Ham,28-128,1997,15.1,536,630,85.1,8360,2241,288,305,94.4,202,236,85.6,29,54,53.7,1,1.2,1.3,-0.2,14,41,11,0,52,Matches
477,Julio Soler,ar ARG,FW,Bournemouth,20-083,2005,0.0,0,1,0.0,0,0,0,0,,0,1,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
478,Ramón Sosa,py PAR,"FW,MF",Nott'ham Forest,25-252,1999,3.3,66,97,68.0,1016,283,33,47,70.2,24,35,68.6,5,7,71.4,0,0.5,0.4,-0.5,8,2,5,3,6,Matches
479,Tomáš Souček,cz CZE,MF,West Ham,30-072,1995,25.9,656,890,73.7,10935,3011,329,413,79.7,245,321,76.3,62,90,68.9,1,1.0,1.2,0.0,14,59,8,1,70,Matches
480,Boubakary Soumaré,fr FRA,MF,Leicester City,26-072,1999,21.8,985,1136,86.7,14936,4024,537,584,92.0,382,436,87.6,38,55,69.1,0,0.4,0.9,-0.4,11,90,13,2,95,Matches
481,Djed Spence,eng ENG,DF,Tottenham,24-274,2000,17.8,923,1079,85.5,13205,3957,539,575,93.7,321,374,85.8,31,60,51.7,2,1.8,1.4,+0.2,11,74,18,8,100,Matches
482,Jay Stansfield,eng ENG,MF,Fulham,22-167,2002,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
483,Jason Steele,eng ENG,GK,Brighton,34-265,1990,2.0,101,112,90.2,2321,1556,21,21,100.0,63,65,96.9,17,26,65.4,0,0.0,0.0,0.0,0,0,0,0,0,Matches
484,Jack Stephens,eng ENG,DF,Southampton,31-103,1994,13.4,786,854,92.0,13687,3815,313,337,92.9,414,438,94.5,44,53,83.0,0,0.2,0.3,-0.2,3,47,5,0,53,Matches
485,Raheem Sterling,eng ENG,"FW,MF",Arsenal,30-153,1994,4.9,141,183,77.0,1785,352,93,107,86.9,38,51,74.5,2,3,66.7,2,0.5,0.5,+1.5,8,4,9,2,17,Matches
486,Ross Stewart,sct SCO,FW,Southampton,28-303,1996,3.2,49,67,73.1,692,66,24,31,77.4,22,27,81.5,0,1,0.0,0,0.0,0.0,0.0,0,1,1,0,1,Matches
487,Jakub Stolarczyk,pl POL,GK,Leicester City,24-142,2000,7.0,177,259,68.3,4770,3595,53,53,100.0,62,63,98.4,61,142,43.0,0,0.0,0.0,0.0,0,2,0,0,1,Matches
488,John Stones,eng ENG,"DF,MF",Manchester City,30-347,1994,6.1,367,403,91.1,6382,1601,169,179,94.4,161,174,92.5,31,40,77.5,0,0.1,0.2,-0.1,2,42,0,0,21,Matches
489,Jørgen Strand Larsen,no NOR,FW,Wolves,25-093,2000,27.4,272,431,63.1,3547,657,167,237,70.5,67,106,63.2,14,20,70.0,2,2.4,1.0,-0.4,19,18,4,1,28,Matches
490,Yukinari Sugawara,jp JPN,"DF,MF",Southampton,24-316,2000,16.3,689,862,79.9,10831,3323,366,415,88.2,272,328,82.9,35,73,47.9,1,2.2,2.5,-1.2,17,43,21,9,68,Matches
491,Kamaldeen Sulemana,gh GHA,"FW,MF",Southampton,23-084,2002,13.1,253,317,79.8,3667,572,160,179,89.4,75,91,82.4,12,27,44.4,1,1.0,0.8,0.0,10,6,13,7,26,Matches
492,Crysencio Summerville,nl NED,"FW,MF",West Ham,23-192,2001,8.7,194,254,76.4,2881,640,125,148,84.5,55,62,88.7,11,22,50.0,1,1.7,1.7,-0.7,17,13,12,5,18,Matches
493,Sammie Szmodics,ie IRL,"FW,MF",Ipswich Town,29-228,1995,10.9,144,194,74.2,2402,702,67,77,87.0,54,64,84.4,15,29,51.7,0,0.2,0.5,-0.2,4,10,4,1,18,Matches
